% CrIS April 2009 fast model
% by Scott Hannon/Larrabee Strow @ UMBC
%
% RMS and bias errors for the 48 training
% profiles at 5 angles each.
%    dBT = BT_truth - BT_fastmodel
%    RMS = sqrt(mean(dBT.^2))
%    bias = mean(dBT)
% No reflected thermal or solar radiance
% contributions. Standard/default trace gas
% amounts. 
%
% Units:
%    frequency in wavenumber
%    mean BT, RMS, and bias in Kelvin
%
% ID     freq    mean BT     RMS        bias
%----  --------  -------   ---------  ----------
  484   951.875  271.736   9.067E-03   6.941E-03
  485   952.500  271.422   7.492E-03   3.943E-03
  486   953.125  270.831   5.866E-03  -1.434E-03
  487   953.750  271.245   4.957E-03   1.291E-03
  488   954.375  271.215   5.165E-03   1.191E-03
  489   955.000  270.918   4.758E-03   3.597E-04
  490   955.625  270.953   5.486E-03  -2.021E-03
  491   956.250  271.379   6.832E-03   3.964E-03
  492   956.875  271.886   5.152E-03   4.100E-03
  493   957.500  271.847   6.505E-03   4.180E-03
  494   958.125  271.822   5.633E-03   4.194E-03
  495   958.750  271.881   8.992E-03   4.229E-03
  496   959.375  271.611   8.752E-03   2.980E-03
  497   960.000  271.844   9.400E-03   4.060E-03
  498   960.625  272.048   6.043E-03  -3.761E-04
  499   961.250  272.055   1.253E-02   8.697E-03
  500   961.875  271.993   4.664E-03   2.276E-03
  501   962.500  272.046   1.133E-02   7.478E-03
  502   963.125  271.870   5.809E-03   4.539E-03
  503   963.750  271.948   9.247E-03   5.158E-03
  504   964.375  271.774   5.175E-03   3.417E-03
  505   965.000  271.676   8.139E-03   4.223E-03
  506   965.625  271.554   4.948E-03   9.751E-04
  507   966.250  271.183   7.891E-03   2.106E-03
  508   966.875  271.268   7.279E-03   5.554E-04
  509   967.500  271.261   5.570E-03   1.193E-03
  510   968.125  271.505   4.807E-03   2.133E-03
  511   968.750  271.501   4.544E-03   1.152E-03
  512   969.375  271.346   6.146E-03   2.320E-03
  513   970.000  271.451   7.148E-03   1.162E-04
  514   970.625  270.947   8.448E-03   4.011E-04
  515   971.250  270.820   1.067E-02   1.796E-03
  516   971.875  270.644   1.115E-02   2.090E-03
  517   972.500  271.283   7.511E-03   1.063E-03
  518   973.125  270.659   1.218E-02   6.200E-04
  519   973.750  270.452   7.949E-03  -1.811E-03
  520   974.375  270.730   1.118E-02   1.485E-03
  521   975.000  271.116   9.448E-03  -1.138E-04
  522   975.625  270.455   1.324E-02  -7.493E-04
  523   976.250  270.431   1.364E-02  -5.872E-04
  524   976.875  270.835   1.276E-02  -6.490E-04
  525   977.500  270.727   1.466E-02   1.374E-03
  526   978.125  271.063   1.486E-02   1.608E-03
  527   978.750  271.170   1.695E-02   2.311E-03
  528   979.375  271.286   1.615E-02   2.308E-03
  529   980.000  271.302   1.560E-02   2.044E-03
  530   980.625  271.233   1.937E-02   2.351E-03
  531   981.250  271.102   2.157E-02   2.462E-03
  532   981.875  271.072   2.208E-02   1.488E-03
  533   982.500  271.228   2.017E-02   1.716E-03
  534   983.125  271.166   2.171E-02   7.783E-04
  535   983.750  270.957   2.550E-02   2.100E-03
  536   984.375  270.827   2.779E-02   3.124E-03
  537   985.000  270.994   2.693E-02   3.010E-03
  538   985.625  271.058   2.681E-02   5.192E-03
  539   986.250  270.826   3.051E-02   3.049E-03
  540   986.875  270.697   3.409E-02   6.488E-03
  541   987.500  270.601   3.388E-02   2.866E-03
  542   988.125  270.757   3.167E-02   5.278E-03
  543   988.750  270.412   3.491E-02   2.957E-03
  544   989.375  270.124   3.905E-02   2.151E-03
  545   990.000  270.004   4.170E-02  -7.710E-04
  546   990.625  270.086   3.916E-02  -8.692E-04
  547   991.250  269.955   3.936E-02  -7.483E-04
  548   991.875  269.320   4.114E-02   3.280E-03
  549   992.500  269.278   4.052E-02   1.256E-04
  550   993.125  269.149   3.976E-02   3.014E-03
  551   993.750  269.341   4.003E-02   6.811E-04
  552   994.375  268.382   3.445E-02   1.162E-03
  553   995.000  268.321   3.489E-02   7.935E-04
  554   995.625  268.093   3.874E-02   1.645E-03
  555   996.250  268.618   3.919E-02   1.329E-03
  556   996.875  267.633   3.969E-02   1.054E-03
  557   997.500  267.189   4.050E-02   1.742E-03
  558   998.125  266.748   4.300E-02  -9.902E-04
  559   998.750  266.920   3.770E-02  -6.001E-05
  560   999.375  265.703   4.566E-02  -9.834E-04
  561  1000.000  265.029   4.871E-02   1.256E-03
  562  1000.625  265.030   4.717E-02  -2.742E-04
  563  1001.250  265.705   4.680E-02   1.953E-03
  564  1001.875  264.821   5.698E-02   4.271E-04
  565  1002.500  263.972   5.812E-02   6.019E-04
  566  1003.125  263.488   5.203E-02  -8.465E-04
  567  1003.750  263.392   4.924E-02   1.394E-03
  568  1004.375  262.569   5.525E-02   9.664E-04
  569  1005.000  261.701   5.708E-02   2.839E-03
  570  1005.625  261.522   5.117E-02   5.287E-04
  571  1006.250  261.402   5.112E-02   1.042E-03
  572  1006.875  260.623   6.209E-02  -6.261E-04
  573  1007.500  259.754   6.059E-02   2.047E-04
  574  1008.125  260.032   5.591E-02   1.817E-03
  575  1008.750  260.093   6.405E-02   3.343E-03
  576  1009.375  258.325   8.019E-02   4.766E-03
  577  1010.000  256.707   7.714E-02   3.182E-03
  578  1010.625  256.760   6.763E-02  -6.186E-05
  579  1011.250  256.574   7.071E-02   1.240E-03
  580  1011.875  255.530   7.092E-02   5.955E-03
  581  1012.500  255.467   5.666E-02   1.435E-03
  582  1013.125  255.919   5.395E-02   5.000E-03
  583  1013.750  254.239   5.913E-02  -2.006E-03
  584  1014.375  252.692   7.010E-02  -1.256E-02
  585  1015.000  253.571   6.235E-02  -8.030E-03
  586  1015.625  254.091   5.976E-02   3.693E-03
  587  1016.250  252.575   5.621E-02  -1.658E-04
  588  1016.875  252.129   5.142E-02   9.675E-04
  589  1017.500  251.527   5.518E-02  -3.328E-03
  590  1018.125  250.021   6.050E-02  -3.737E-03
  591  1018.750  249.482   5.536E-02   4.172E-05
  592  1019.375  250.404   5.067E-02   1.644E-03
  593  1020.000  249.578   5.171E-02   1.280E-03
  594  1020.625  248.095   6.187E-02   3.051E-03
  595  1021.250  248.545   6.296E-02   7.231E-04
  596  1021.875  249.090   6.449E-02   5.425E-04
  597  1022.500  247.880   6.762E-02   4.440E-04
  598  1023.125  247.687   7.253E-02   6.044E-03
  599  1023.750  248.447   7.733E-02   6.959E-04
  600  1024.375  247.708   8.965E-02   1.111E-03
  601  1025.000  247.029   9.038E-02   2.343E-03
  602  1025.625  248.088   9.710E-02   2.380E-03
  603  1026.250  247.957   1.032E-01  -3.015E-03
  604  1026.875  246.788   1.091E-01   2.822E-03
  605  1027.500  247.309   1.086E-01  -6.172E-05
  606  1028.125  247.570   1.042E-01  -8.412E-04
  607  1028.750  246.293   1.104E-01  -4.843E-03
  608  1029.375  246.762   1.218E-01  -7.821E-03
  609  1030.000  248.539   1.157E-01  -8.460E-03
  610  1030.625  248.251   1.261E-01  -5.964E-03
  611  1031.250  247.232   1.156E-01  -5.122E-03
  612  1031.875  248.143   9.189E-02  -1.441E-03
  613  1032.500  247.568   9.106E-02  -1.460E-03
  614  1033.125  246.636   8.759E-02   4.546E-03
  615  1033.750  247.423   7.513E-02   4.679E-03
  616  1034.375  246.399   7.835E-02   9.229E-03
  617  1035.000  244.887   6.963E-02   3.559E-03
  618  1035.625  245.160   6.086E-02   9.164E-03
  619  1036.250  244.137   6.542E-02   1.440E-03
  620  1036.875  242.586   6.156E-02   5.354E-03
  621  1037.500  242.431   6.269E-02  -5.521E-04
  622  1038.125  241.511   6.695E-02   2.122E-03
  623  1038.750  240.179   6.458E-02  -1.770E-03
  624  1039.375  239.050   7.421E-02  -2.016E-03
  625  1040.000  238.334   7.675E-02  -1.348E-03
  626  1040.625  237.959   1.049E-01   9.403E-03
  627  1041.250  239.607   1.214E-01   4.173E-03
  628  1041.875  250.626   1.817E-01  -1.209E-02
  629  1042.500  261.755   5.949E-02   2.157E-03
  630  1043.125  264.832   3.196E-02   5.609E-03
  631  1043.750  264.763   3.777E-02   4.386E-03
  632  1044.375  260.456   6.760E-02   3.481E-03
  633  1045.000  256.624   8.091E-02   4.807E-03
  634  1045.625  254.248   9.599E-02   4.866E-03
  635  1046.250  249.228   1.118E-01  -6.068E-03
  636  1046.875  247.337   1.079E-01  -1.017E-03
  637  1047.500  244.158   1.212E-01   2.351E-04
  638  1048.125  242.554   1.218E-01   3.104E-03
  639  1048.750  243.345   1.237E-01  -6.469E-04
  640  1049.375  242.474   1.261E-01  -1.974E-03
  641  1050.000  241.538   1.102E-01  -2.266E-03
  642  1050.625  238.968   9.559E-02   3.024E-03
  643  1051.250  240.701   1.184E-01  -4.111E-03
  644  1051.875  240.224   1.436E-01  -8.304E-03
  645  1052.500  239.108   1.213E-01  -4.981E-03
  646  1053.125  238.910   1.010E-01   5.211E-03
  647  1053.750  239.417   1.061E-01   8.500E-04
  648  1054.375  240.548   1.059E-01  -8.858E-05
  649  1055.000  241.386   1.103E-01   2.679E-03
  650  1055.625  241.060   1.331E-01   1.479E-02
  651  1056.250  240.829   9.672E-02   1.017E-02
  652  1056.875  242.780   1.054E-01  -2.915E-03
  653  1057.500  244.260   1.211E-01  -1.083E-02
  654  1058.125  244.673   1.114E-01   1.394E-03
  655  1058.750  244.278   8.251E-02   3.236E-03
  656  1059.375  244.623   6.625E-02   1.990E-03
  657  1060.000  243.984   6.843E-02  -8.473E-05
  658  1060.625  245.139   7.308E-02   4.575E-03
  659  1061.250  246.965   7.837E-02   5.480E-03
  660  1061.875  248.779   8.407E-02   4.902E-03
  661  1062.500  251.272   1.016E-01  -3.527E-03
  662  1063.125  253.605   1.071E-01  -1.776E-03
  663  1063.750  255.348   1.042E-01   3.295E-03
  664  1064.375  257.276   9.291E-02   4.096E-03
  665  1065.000  258.955   7.962E-02   1.447E-03
  666  1065.625  259.293   1.032E-01  -9.744E-03
  667  1066.250  259.386   1.218E-01  -2.573E-02
  668  1066.875  262.913   6.816E-02  -1.005E-02
  669  1067.500  265.256   4.525E-02  -2.118E-03
  670  1068.125  266.218   2.971E-02   1.661E-03
  671  1068.750  266.283   2.431E-02   6.329E-03
  672  1069.375  268.106   2.600E-02   5.643E-03
  673  1070.000  269.227   2.913E-02   2.926E-03
  674  1070.625  269.329   2.637E-02   6.353E-03
  675  1071.250  269.986   2.080E-02   3.664E-03
  676  1071.875  269.722   1.936E-02   3.400E-03
  677  1072.500  269.863   1.760E-02   7.516E-04
  678  1073.125  269.657   1.724E-02  -1.149E-05
  679  1073.750  269.206   1.646E-02  -2.747E-03
  680  1074.375  267.071   3.074E-02  -1.581E-03
  681  1075.000  267.530   4.357E-02  -5.676E-03
  682  1075.625  269.381   1.340E-02   6.497E-04
  683  1076.250  269.858   1.243E-02  -2.695E-05
  684  1076.875  270.109   1.169E-02   2.891E-03
  685  1077.500  269.974   1.240E-02   4.223E-03
  686  1078.125  270.246   1.195E-02   5.179E-03
  687  1078.750  270.144   1.225E-02  -1.068E-03
  688  1079.375  270.308   1.055E-02   3.221E-03
  689  1080.000  269.922   1.052E-02   4.773E-04
  690  1080.625  269.502   1.228E-02  -1.918E-03
  691  1081.250  268.675   1.461E-02  -1.650E-03
  692  1081.875  269.675   1.010E-02  -2.382E-04
  693  1082.500  270.294   8.424E-03   1.083E-03
  694  1083.125  270.470   8.709E-03   4.361E-03
  695  1083.750  270.312   7.282E-03   9.446E-04
  696  1084.375  270.305   6.826E-03   2.106E-03
  697  1085.000  270.046   1.147E-02   3.202E-03
  698  1085.625  269.993   1.275E-02   4.541E-04
  699  1086.250  270.204   7.393E-03   1.977E-03
  700  1086.875  270.216   6.994E-03   3.710E-03
  701  1087.500  269.777   7.263E-03   9.266E-04
  702  1088.125  270.120   9.560E-03  -2.497E-03
  703  1088.750  270.435   5.381E-03   7.111E-04
  704  1089.375  270.567   4.869E-03   1.668E-03
  705  1090.000  270.467   6.578E-03  -4.341E-04
  706  1090.625  269.544   1.406E-02  -3.262E-03
  707  1091.250  268.389   1.756E-02  -3.110E-03
  708  1091.875  269.848   1.726E-02  -3.701E-03
  709  1092.500  270.700   5.910E-03   2.090E-04
  710  1093.125  270.804   5.101E-03   2.652E-03
  711  1093.750  270.635   4.835E-03   6.911E-04
  712  1094.375  270.417   8.454E-03   6.000E-03
  713  1095.000  270.422   6.370E-03   5.087E-05
  714  1210.000  268.874   1.481E-02  -4.499E-04
  715  1211.250  263.830   2.135E-02   4.098E-03
  716  1212.500  263.863   2.779E-02  -2.782E-03
  717  1213.750  269.025   1.381E-02  -5.628E-04
  718  1215.000  270.292   8.789E-03  -1.300E-03
  719  1216.250  270.022   1.536E-02  -1.243E-03
  720  1217.500  268.108   1.595E-02   2.190E-04
  721  1218.750  266.035   1.823E-02  -3.668E-05
  722  1220.000  267.310   2.104E-02  -1.426E-03
  723  1221.250  268.097   2.323E-02  -2.903E-03
  724  1222.500  268.496   2.526E-02   4.469E-05
  725  1223.750  266.812   2.172E-02  -1.610E-03
  726  1225.000  263.037   1.995E-02   4.599E-03
  727  1226.250  266.015   2.348E-02   2.671E-03
  728  1227.500  269.916   1.297E-02  -4.438E-04
  729  1228.750  268.489   2.668E-02  -3.398E-03
  730  1230.000  267.937   2.901E-02   5.615E-03
  731  1231.250  270.600   2.026E-02  -2.244E-03
  732  1232.500  271.178   1.168E-02   1.757E-03
  733  1233.750  270.806   1.479E-02  -1.403E-03
  734  1235.000  269.653   3.801E-02   5.692E-03
  735  1236.250  265.582   4.041E-02   2.571E-03
  736  1237.500  264.759   3.646E-02   3.420E-03
  737  1238.750  266.323   2.659E-02  -6.328E-03
  738  1240.000  266.728   2.209E-02  -1.262E-03
  739  1241.250  265.570   2.412E-02  -3.905E-03
  740  1242.500  262.754   2.564E-02  -3.656E-04
  741  1243.750  259.018   6.280E-02  -5.842E-03
  742  1245.000  259.187   1.010E-01   1.238E-04
  743  1246.250  262.057   3.174E-02  -2.068E-03
  744  1247.500  262.654   3.093E-02   3.010E-03
  745  1248.750  263.287   3.026E-02  -4.518E-03
  746  1250.000  264.426   2.618E-02  -7.083E-04
  747  1251.250  264.891   1.455E-02  -7.095E-04
  748  1252.500  261.532   1.762E-02   5.766E-04
  749  1253.750  257.156   2.526E-02  -6.328E-04
  750  1255.000  259.176   2.554E-02   5.633E-03
  751  1256.250  261.178   1.681E-02  -2.311E-03
  752  1257.500  260.672   1.468E-02   2.094E-03
  753  1258.750  254.894   3.747E-02   8.982E-03
  754  1260.000  245.476   6.523E-02   2.524E-02
  755  1261.250  247.555   3.500E-02   9.485E-03
  756  1262.500  251.910   2.162E-02  -1.109E-03
  757  1263.750  253.441   1.800E-02   1.594E-04
  758  1265.000  252.049   3.326E-02   6.572E-03
  759  1266.250  250.744   3.012E-02   3.635E-03
  760  1267.500  248.060   5.801E-02   1.328E-02
  761  1268.750  244.126   2.176E-02   3.445E-03
  762  1270.000  242.841   8.044E-02  -1.150E-03
  763  1271.250  240.088   4.737E-02   1.235E-02
  764  1272.500  246.333   6.879E-02   1.738E-02
  765  1273.750  251.427   2.597E-02  -2.391E-04
  766  1275.000  249.854   2.614E-02   7.846E-03
  767  1276.250  248.568   2.786E-02  -1.657E-03
  768  1277.500  250.290   2.891E-02   8.608E-03
  769  1278.750  254.338   2.050E-02   3.910E-03
  770  1280.000  253.535   2.242E-02   4.663E-03
  771  1281.250  251.319   3.070E-02  -3.510E-03
  772  1282.500  247.527   4.097E-02   3.178E-03
  773  1283.750  250.522   6.249E-02  -9.069E-04
  774  1285.000  258.594   1.845E-02   5.389E-03
  775  1286.250  256.489   3.207E-02   7.776E-03
  776  1287.500  246.631   7.683E-02   1.633E-02
  777  1288.750  244.662   8.101E-02   1.390E-02
  778  1290.000  251.291   3.283E-02   5.538E-03
  779  1291.250  253.454   2.455E-02   3.012E-03
  780  1292.500  251.062   2.319E-02   4.559E-03
  781  1293.750  247.340   2.688E-02   9.717E-04
  782  1295.000  245.391   3.965E-02  -3.345E-03
  783  1296.250  243.936   7.778E-02  -6.478E-03
  784  1297.500  243.228   8.106E-02  -9.177E-03
  785  1298.750  245.393   2.893E-02   5.673E-03
  786  1300.000  243.704   3.165E-02   7.691E-03
  787  1301.250  239.409   3.959E-02   6.177E-03
  788  1302.500  233.953   3.578E-02   8.968E-03
  789  1303.750  228.029   7.225E-02   4.423E-02
  790  1305.000  225.398   4.777E-02   2.016E-02
  791  1306.250  235.127   6.032E-02   1.441E-03
  792  1307.500  247.555   4.188E-02   1.469E-03
  793  1308.750  253.327   3.284E-02   1.353E-02
  794  1310.000  256.321   1.749E-02   4.867E-03
  795  1311.250  252.532   3.722E-02   2.673E-03
  796  1312.500  247.818   6.251E-02   3.610E-03
  797  1313.750  248.770   3.386E-02   1.866E-02
  798  1315.000  253.467   3.320E-02   1.331E-02
  799  1316.250  251.816   6.245E-02   1.502E-02
  800  1317.500  248.943   6.067E-02   1.677E-02
  801  1318.750  246.418   3.931E-02   1.322E-02
  802  1320.000  247.795   3.064E-02   1.506E-02
  803  1321.250  252.318   7.154E-02  -5.639E-03
  804  1322.500  254.942   3.532E-02  -5.511E-03
  805  1323.750  259.200   1.528E-02   1.056E-03
  806  1325.000  262.019   1.171E-02  -1.655E-04
  807  1326.250  256.859   3.609E-02  -3.877E-03
  808  1327.500  252.129   5.605E-02  -1.314E-03
  809  1328.750  257.981   2.176E-02  -8.580E-04
  810  1330.000  260.706   2.002E-02  -9.810E-04
  811  1331.250  257.375   4.393E-02  -6.370E-03
  812  1332.500  249.814   6.251E-02  -3.658E-03
  813  1333.750  255.538   2.951E-02  -5.729E-03
  814  1335.000  258.219   2.406E-02   6.109E-03
  815  1336.250  249.101   9.270E-02  -3.030E-03
  816  1337.500  238.828   6.528E-02   1.122E-02
  817  1338.750  238.146   9.334E-02  -8.684E-03
  818  1340.000  238.844   6.534E-02   2.773E-03
  819  1341.250  240.024   1.473E-01  -2.029E-02
  820  1342.500  244.747   3.928E-02   3.489E-03
  821  1343.750  255.321   2.183E-02  -1.283E-03
  822  1345.000  258.770   1.111E-02   8.058E-05
  823  1346.250  252.079   3.252E-02  -1.706E-03
  824  1347.500  247.998   3.535E-02   9.001E-04
  825  1348.750  249.644   8.259E-02  -5.522E-03
  826  1350.000  250.289   8.276E-02  -7.262E-03
  827  1351.250  251.913   3.802E-02  -1.093E-03
  828  1352.500  253.536   3.952E-02  -6.947E-04
  829  1353.750  253.018   4.903E-02   8.887E-04
  830  1355.000  247.248   6.410E-02   3.775E-03
  831  1356.250  249.545   3.075E-02   1.661E-03
  832  1357.500  253.984   2.823E-02   1.701E-03
  833  1358.750  253.652   2.976E-02   6.974E-03
  834  1360.000  248.923   4.677E-02   1.497E-02
  835  1361.250  242.625   4.220E-02   1.221E-02
  836  1362.500  238.807   6.877E-02   1.477E-02
  837  1363.750  243.002   6.242E-02   2.035E-02
  838  1365.000  252.005   2.920E-02  -2.132E-03
  839  1366.250  255.570   2.600E-02   6.124E-04
  840  1367.500  252.445   7.767E-02   1.182E-02
  841  1368.750  247.057   1.031E-01   2.657E-02
  842  1370.000  251.581   4.358E-02   7.362E-03
  843  1371.250  253.309   1.664E-02   2.443E-03
  844  1372.500  247.119   4.460E-02   1.580E-02
  845  1373.750  238.108   4.153E-02   2.312E-02
  846  1375.000  238.998   5.009E-02   3.048E-02
  847  1376.250  248.323   3.378E-02   1.885E-02
  848  1377.500  251.666   1.992E-02   5.494E-03
  849  1378.750  250.073   2.481E-02   1.096E-02
  850  1380.000  252.332   1.976E-02   1.036E-02
  851  1381.250  256.375   1.261E-02   1.754E-03
  852  1382.500  256.955   1.047E-02   4.342E-04
  853  1383.750  256.251   8.739E-03   8.785E-04
  854  1385.000  253.876   1.061E-02   3.175E-03
  855  1386.250  244.823   3.960E-02   2.526E-02
  856  1387.500  239.349   4.197E-02   2.294E-02
  857  1388.750  246.305   2.441E-02   1.541E-02
  858  1390.000  250.396   9.386E-03   3.503E-03
  859  1391.250  250.894   9.397E-03   3.281E-03
  860  1392.500  249.780   8.229E-03   6.368E-04
  861  1393.750  241.029   3.914E-02   2.621E-02
  862  1395.000  234.877   4.527E-02   2.645E-02
  863  1396.250  239.365   3.372E-02   1.306E-02
  864  1397.500  241.185   2.707E-02   1.483E-02
  865  1398.750  236.693   3.842E-02   1.179E-02
  866  1400.000  241.505   4.224E-02   3.058E-02
  867  1401.250  250.131   8.957E-03   6.039E-03
  868  1402.500  252.234   4.442E-03  -1.621E-07
  869  1403.750  246.869   2.038E-02   9.863E-03
  870  1405.000  241.821   4.315E-02   2.903E-02
  871  1406.250  248.345   2.208E-02   1.238E-02
  872  1407.500  254.328   6.339E-03   6.449E-04
  873  1408.750  254.223   7.470E-03   2.744E-03
  874  1410.000  251.873   1.174E-02  -1.647E-03
  875  1411.250  248.988   1.996E-02   8.694E-03
  876  1412.500  250.291   1.624E-02   6.176E-03
  877  1413.750  252.436   6.614E-03   3.478E-03
  878  1415.000  249.243   1.011E-02  -5.375E-03
  879  1416.250  243.776   2.474E-02   1.129E-02
  880  1417.500  237.479   4.125E-02   2.527E-02
  881  1418.750  230.884   7.308E-02   3.971E-02
  882  1420.000  233.495   9.180E-02   6.691E-02
  883  1421.250  242.840   1.533E-02   5.893E-03
  884  1422.500  243.199   1.970E-02   9.527E-03
  885  1423.750  238.666   4.882E-02   2.990E-02
  886  1425.000  244.379   3.288E-02   1.979E-02
  887  1426.250  250.198   4.950E-03  -1.684E-04
  888  1427.500  249.048   8.150E-03  -2.837E-03
  889  1428.750  242.724   2.639E-02   1.819E-02
  890  1430.000  237.887   4.976E-02  -4.875E-03
  891  1431.250  242.319   2.315E-02   1.624E-02
  892  1432.500  244.257   1.376E-02   3.939E-03
  893  1433.750  243.149   1.282E-02   2.300E-03
  894  1435.000  239.782   3.312E-02   2.441E-02
  895  1436.250  231.518   8.972E-02   6.213E-02
  896  1437.500  234.115   1.257E-01  -3.334E-02
  897  1438.750  244.010   1.216E-02   4.308E-03
  898  1440.000  248.879   8.170E-03  -2.549E-03
  899  1441.250  250.657   5.337E-03  -1.124E-03
  900  1442.500  251.494   4.316E-03  -7.308E-04
  901  1443.750  251.560   5.876E-03   1.410E-04
  902  1445.000  249.498   6.525E-03   2.401E-03
  903  1446.250  243.864   1.556E-02   7.587E-03
  904  1447.500  237.246   4.063E-02   2.874E-02
  905  1448.750  239.807   3.038E-02   1.895E-02
  906  1450.000  245.538   7.427E-03  -1.910E-04
  907  1451.250  244.111   1.413E-02   6.304E-03
  908  1452.500  241.975   1.838E-02   1.217E-02
  909  1453.750  240.081   1.505E-02   8.957E-03
  910  1455.000  233.311   7.969E-02   6.864E-02
  911  1456.250  225.870   6.912E-02   3.474E-02
  912  1457.500  223.485   7.687E-02  -1.501E-02
  913  1458.750  227.402   5.332E-02   3.513E-02
  914  1460.000  236.506   4.574E-02  -1.215E-02
  915  1461.250  242.750   5.466E-03   3.359E-03
  916  1462.500  242.647   3.736E-03   1.505E-03
  917  1463.750  236.296   3.881E-02  -5.470E-03
  918  1465.000  230.709   5.381E-02   3.420E-04
  919  1466.250  236.776   2.641E-02   1.649E-02
  920  1467.500  242.650   5.046E-03   2.856E-03
  921  1468.750  243.928   3.973E-03  -2.731E-03
  922  1470.000  240.484   1.674E-02   1.325E-02
  923  1471.250  232.037   6.059E-02   4.215E-02
  924  1472.500  225.700   7.286E-02  -8.916E-03
  925  1473.750  229.240   3.863E-02   1.677E-02
  926  1475.000  233.449   3.326E-02   1.945E-02
  927  1476.250  234.236   5.127E-02   3.126E-02
  928  1477.500  241.009   5.049E-02   4.159E-02
  929  1478.750  246.136   3.491E-03  -3.460E-04
  930  1480.000  244.325   1.637E-02   1.075E-02
  931  1481.250  240.619   2.499E-02   1.547E-02
  932  1482.500  243.667   1.365E-02   7.779E-03
  933  1483.750  245.722   3.219E-03  -8.401E-04
  934  1485.000  243.143   7.336E-03   1.654E-03
  935  1486.250  236.482   4.320E-02   3.340E-02
  936  1487.500  231.037   7.253E-02  -2.002E-02
  937  1488.750  230.414   6.445E-02   5.024E-02
  938  1490.000  227.657   1.040E-01  -1.005E-02
  939  1491.250  232.444   6.152E-02   4.852E-03
  940  1492.500  239.473   1.272E-02   9.027E-03
  941  1493.750  240.621   3.285E-03  -1.592E-03
  942  1495.000  235.265   3.238E-02  -5.102E-03
  943  1496.250  228.963   5.258E-02  -1.137E-02
  944  1497.500  229.408   3.323E-02  -2.364E-03
  945  1498.750  229.541   5.191E-02  -6.146E-03
  946  1500.000  233.121   4.188E-02  -3.295E-03
  947  1501.250  235.907   1.069E-02   6.758E-03
  948  1502.500  236.599   1.092E-02   6.822E-03
  949  1503.750  234.226   1.528E-02   9.375E-03
  950  1505.000  226.364   6.219E-02  -2.153E-03
  951  1506.250  220.622   5.542E-02  -2.818E-03
  952  1507.500  221.877   5.498E-02  -1.087E-02
  953  1508.750  226.189   8.447E-02  -1.073E-02
  954  1510.000  230.999   8.952E-02  -2.153E-02
  955  1511.250  233.659   3.810E-02   2.779E-02
  956  1512.500  234.462   7.873E-02  -2.376E-02
  957  1513.750  236.534   2.529E-02   1.762E-02
  958  1515.000  233.212   7.478E-02   6.435E-02
  959  1516.250  227.529   5.910E-02  -1.606E-02
  960  1517.500  226.566   4.681E-02  -5.759E-03
  961  1518.750  230.805   4.449E-02  -1.370E-02
  962  1520.000  227.845   5.546E-02  -4.926E-03
  963  1521.250  223.249   7.535E-02  -1.669E-02
  964  1522.500  224.308   6.802E-02   2.009E-03
  965  1523.750  228.298   4.828E-02   2.416E-03
  966  1525.000  228.451   5.130E-02  -6.884E-03
  967  1526.250  229.541   4.559E-02  -7.975E-03
  968  1527.500  230.583   5.966E-02  -1.881E-02
  969  1528.750  232.836   4.213E-02   3.111E-02
  970  1530.000  237.324   2.217E-02  -4.985E-03
  971  1531.250  235.579   2.187E-02   1.315E-02
  972  1532.500  229.205   1.173E-01   1.016E-01
  973  1533.750  225.939   4.543E-02   4.242E-03
  974  1535.000  230.558   2.786E-02   1.650E-02
  975  1536.250  232.952   7.930E-03   4.945E-03
  976  1537.500  229.091   3.446E-02   1.922E-02
  977  1538.750  221.972   5.123E-02   1.826E-02
  978  1540.000  219.896   4.677E-02   7.014E-03
  979  1541.250  221.455   4.064E-02   1.266E-02
  980  1542.500  223.633   6.196E-02   4.013E-02
  981  1543.750  226.566   3.064E-02   7.302E-03
  982  1545.000  228.394   4.684E-02   3.092E-02
  983  1546.250  234.002   3.045E-02   1.671E-02
  984  1547.500  238.215   7.718E-03   5.312E-03
  985  1548.750  235.810   2.357E-02   1.244E-02
  986  1550.000  232.293   4.518E-02   2.802E-02
  987  1551.250  234.409   1.907E-02   8.912E-03
  988  1552.500  234.616   1.064E-02   7.435E-03
  989  1553.750  229.604   3.594E-02   1.756E-02
  990  1555.000  227.808   3.520E-02   2.132E-02
  991  1556.250  227.787   3.041E-02   8.840E-03
  992  1557.500  222.579   6.725E-02   6.017E-03
  993  1558.750  219.168   5.071E-02  -3.331E-03
  994  1560.000  220.910   5.030E-02   1.242E-02
  995  1561.250  227.903   4.809E-02  -6.094E-03
  996  1562.500  233.760   1.046E-02   6.108E-03
  997  1563.750  232.946   2.406E-02   1.462E-02
  998  1565.000  230.991   5.831E-02  -1.055E-02
  999  1566.250  235.233   1.789E-02   9.508E-03
 1000  1567.500  235.715   1.829E-02   1.388E-02
 1001  1568.750  228.642   7.384E-02   5.405E-02
 1002  1570.000  226.590   6.931E-02   3.534E-03
 1003  1571.250  233.881   2.690E-02   1.655E-02
 1004  1572.500  237.062   6.936E-03   3.560E-03
 1005  1573.750  235.086   8.059E-03   1.105E-03
 1006  1575.000  228.763   6.766E-02   1.673E-03
 1007  1576.250  223.351   6.996E-02   2.792E-03
 1008  1577.500  228.893   5.650E-02   4.115E-02
